scenario,seed,stage,week_index,weekly_arrivals
ALL_BASELINE,1,ref_to_mri,0,11
ALL_BASELINE,1,ref_to_mri,1,8
ALL_BASELINE,1,ref_to_mri,2,14
ALL_BASELINE,1,ref_to_mri,3,8
ALL_BASELINE,1,ref_to_mri,4,9
ALL_BASELINE,1,ref_to_mri,5,8
ALL_BASELINE,1,ref_to_mri,6,4
ALL_BASELINE,1,ref_to_mri,7,10
ALL_BASELINE,1,ref_to_mri,8,8
ALL_BASELINE,1,ref_to_mri,9,11
ALL_BASELINE,1,ref_to_mri,10,7
ALL_BASELINE,1,ref_to_mri,11,8
ALL_BASELINE,1,ref_to_mri,12,9
ALL_BASELINE,1,ref_to_mri,13,10
ALL_BASELINE,1,ref_to_mri,14,8
ALL_BASELINE,1,ref_to_mri,15,8
ALL_BASELINE,1,ref_to_mri,16,5
ALL_BASELINE,1,ref_to_mri,17,9
ALL_BASELINE,1,ref_to_mri,18,7
ALL_BASELINE,1,ref_to_mri,19,4
ALL_BASELINE,1,ref_to_mri,20,8
ALL_BASELINE,1,ref_to_mri,21,8
ALL_BASELINE,1,ref_to_mri,22,5
ALL_BASELINE,1,ref_to_mri,23,12
ALL_BASELINE,1,ref_to_mri,24,4
ALL_BASELINE,1,ref_to_mri,25,5
ALL_BASELINE,1,ref_to_mri,26,7
ALL_BASELINE,1,ref_to_mri,27,7
ALL_BASELINE,1,ref_to_mri,28,10
ALL_BASELINE,1,ref_to_mri,29,11
ALL_BASELINE,1,ref_to_mri,30,11
ALL_BASELINE,1,ref_to_mri,31,6
ALL_BASELINE,1,ref_to_mri,32,7
ALL_BASELINE,1,ref_to_mri,33,7
ALL_BASELINE,1,ref_to_mri,34,10
ALL_BASELINE,1,ref_to_mri,35,14
ALL_BASELINE,1,ref_to_mri,36,5
ALL_BASELINE,1,ref_to_mri,37,10
ALL_BASELINE,1,ref_to_mri,38,7
ALL_BASELINE,1,ref_to_mri,39,12
ALL_BASELINE,1,ref_to_mri,40,13
ALL_BASELINE,1,ref_to_mri,41,6
ALL_BASELINE,1,ref_to_mri,42,5
ALL_BASELINE,1,ref_to_mri,43,14
ALL_BASELINE,1,ref_to_mri,44,10
ALL_BASELINE,1,ref_to_mri,45,9
ALL_BASELINE,1,ref_to_mri,46,7
ALL_BASELINE,1,ref_to_mri,47,11
ALL_BASELINE,1,ref_to_mri,48,12
ALL_BASELINE,1,ref_to_mri,49,10
ALL_BASELINE,1,ref_to_mri,50,14
ALL_BASELINE,1,ref_to_mri,51,7
ALL_BASELINE,1,ref_to_mri,52,3
ALL_BASELINE,1,mri_to_report,0,7
ALL_BASELINE,1,mri_to_report,1,7
ALL_BASELINE,1,mri_to_report,2,13
ALL_BASELINE,1,mri_to_report,3,7
ALL_BASELINE,1,mri_to_report,4,7
ALL_BASELINE,1,mri_to_report,5,3
ALL_BASELINE,1,mri_to_report,6,11
ALL_BASELINE,1,mri_to_report,7,8
ALL_BASELINE,1,mri_to_report,8,10
ALL_BASELINE,1,mri_to_report,9,6
ALL_BASELINE,1,mri_to_report,10,8
ALL_BASELINE,1,mri_to_report,11,9
ALL_BASELINE,1,mri_to_report,12,14
ALL_BASELINE,1,mri_to_report,13,10
ALL_BASELINE,1,mri_to_report,14,7
ALL_BASELINE,1,mri_to_report,15,8
ALL_BASELINE,1,mri_to_report,16,11
ALL_BASELINE,1,mri_to_report,17,8
ALL_BASELINE,1,mri_to_report,18,4
ALL_BASELINE,1,mri_to_report,19,9
ALL_BASELINE,1,mri_to_report,20,2
ALL_BASELINE,1,mri_to_report,21,10
ALL_BASELINE,1,mri_to_report,22,4
ALL_BASELINE,1,mri_to_report,23,7
ALL_BASELINE,1,mri_to_report,24,7
ALL_BASELINE,1,mri_to_report,25,6
ALL_BASELINE,1,mri_to_report,26,7
ALL_BASELINE,1,mri_to_report,27,7
ALL_BASELINE,1,mri_to_report,28,9
ALL_BASELINE,1,mri_to_report,29,9
ALL_BASELINE,1,mri_to_report,30,13
ALL_BASELINE,1,mri_to_report,31,5
ALL_BASELINE,1,mri_to_report,32,6
ALL_BASELINE,1,mri_to_report,33,7
ALL_BASELINE,1,mri_to_report,34,6
ALL_BASELINE,1,mri_to_report,35,11
ALL_BASELINE,1,mri_to_report,36,8
ALL_BASELINE,1,mri_to_report,37,10
ALL_BASELINE,1,mri_to_report,38,11
ALL_BASELINE,1,mri_to_report,39,8
ALL_BASELINE,1,mri_to_report,40,11
ALL_BASELINE,1,mri_to_report,41,12
ALL_BASELINE,1,mri_to_report,42,6
ALL_BASELINE,1,mri_to_report,43,14
ALL_BASELINE,1,mri_to_report,44,8
ALL_BASELINE,1,mri_to_report,45,10
ALL_BASELINE,1,mri_to_report,46,10
ALL_BASELINE,1,mri_to_report,47,15
ALL_BASELINE,1,mri_to_report,48,9
ALL_BASELINE,1,mri_to_report,49,6
ALL_BASELINE,1,report_to_biopmdt,0,6
ALL_BASELINE,1,report_to_biopmdt,1,5
ALL_BASELINE,1,report_to_biopmdt,2,10
ALL_BASELINE,1,report_to_biopmdt,3,9
ALL_BASELINE,1,report_to_biopmdt,4,10
ALL_BASELINE,1,report_to_biopmdt,5,2
ALL_BASELINE,1,report_to_biopmdt,6,13
ALL_BASELINE,1,report_to_biopmdt,7,5
ALL_BASELINE,1,report_to_biopmdt,8,12
ALL_BASELINE,1,report_to_biopmdt,9,7
ALL_BASELINE,1,report_to_biopmdt,10,8
ALL_BASELINE,1,report_to_biopmdt,11,6
ALL_BASELINE,1,report_to_biopmdt,12,14
ALL_BASELINE,1,report_to_biopmdt,13,9
ALL_BASELINE,1,report_to_biopmdt,14,9
ALL_BASELINE,1,report_to_biopmdt,15,8
ALL_BASELINE,1,report_to_biopmdt,16,9
ALL_BASELINE,1,report_to_biopmdt,17,10
ALL_BASELINE,1,report_to_biopmdt,18,5
ALL_BASELINE,1,report_to_biopmdt,19,4
ALL_BASELINE,1,report_to_biopmdt,20,9
ALL_BASELINE,1,report_to_biopmdt,21,4
ALL_BASELINE,1,report_to_biopmdt,22,6
ALL_BASELINE,1,report_to_biopmdt,23,10
ALL_BASELINE,1,report_to_biopmdt,24,3
ALL_BASELINE,1,report_to_biopmdt,25,10
ALL_BASELINE,1,report_to_biopmdt,26,3
ALL_BASELINE,1,report_to_biopmdt,27,8
ALL_BASELINE,1,report_to_biopmdt,28,11
ALL_BASELINE,1,report_to_biopmdt,29,9
ALL_BASELINE,1,report_to_biopmdt,30,14
ALL_BASELINE,1,report_to_biopmdt,31,5
ALL_BASELINE,1,report_to_biopmdt,32,6
ALL_BASELINE,1,report_to_biopmdt,33,8
ALL_BASELINE,1,report_to_biopmdt,34,6
ALL_BASELINE,1,report_to_biopmdt,35,6
ALL_BASELINE,1,report_to_biopmdt,36,8
ALL_BASELINE,1,report_to_biopmdt,37,12
ALL_BASELINE,1,report_to_biopmdt,38,11
ALL_BASELINE,1,report_to_biopmdt,39,9
ALL_BASELINE,1,report_to_biopmdt,40,10
ALL_BASELINE,1,report_to_biopmdt,41,10
ALL_BASELINE,1,report_to_biopmdt,42,12
ALL_BASELINE,1,report_to_biopmdt,43,10
ALL_BASELINE,1,report_to_biopmdt,44,11
ALL_BASELINE,1,report_to_biopmdt,45,8
ALL_BASELINE,1,report_to_biopmdt,46,9
ALL_BASELINE,1,report_to_biopmdt,47,9
ALL_BASELINE,1,report_to_biopmdt,48,11
ALL_BASELINE,1,biopmdt_to_biopsy,0,4
ALL_BASELINE,1,biopmdt_to_biopsy,1,4
ALL_BASELINE,1,biopmdt_to_biopsy,2,5
ALL_BASELINE,1,biopmdt_to_biopsy,3,3
ALL_BASELINE,1,biopmdt_to_biopsy,4,4
ALL_BASELINE,1,biopmdt_to_biopsy,5,4
ALL_BASELINE,1,biopmdt_to_biopsy,6,9
ALL_BASELINE,1,biopmdt_to_biopsy,7,4
ALL_BASELINE,1,biopmdt_to_biopsy,8,6
ALL_BASELINE,1,biopmdt_to_biopsy,9,4
ALL_BASELINE,1,biopmdt_to_biopsy,10,2
ALL_BASELINE,1,biopmdt_to_biopsy,11,3
ALL_BASELINE,1,biopmdt_to_biopsy,12,8
ALL_BASELINE,1,biopmdt_to_biopsy,13,5
ALL_BASELINE,1,biopmdt_to_biopsy,14,7
ALL_BASELINE,1,biopmdt_to_biopsy,15,5
ALL_BASELINE,1,biopmdt_to_biopsy,16,7
ALL_BASELINE,1,biopmdt_to_biopsy,17,4
ALL_BASELINE,1,biopmdt_to_biopsy,18,5
ALL_BASELINE,1,biopmdt_to_biopsy,19,1
ALL_BASELINE,1,biopmdt_to_biopsy,20,4
ALL_BASELINE,1,biopmdt_to_biopsy,21,2
ALL_BASELINE,1,biopmdt_to_biopsy,22,7
ALL_BASELINE,1,biopmdt_to_biopsy,23,2
ALL_BASELINE,1,biopmdt_to_biopsy,24,3
ALL_BASELINE,1,biopmdt_to_biopsy,25,4
ALL_BASELINE,1,biopmdt_to_biopsy,26,2
ALL_BASELINE,1,biopmdt_to_biopsy,27,6
ALL_BASELINE,1,biopmdt_to_biopsy,28,3
ALL_BASELINE,1,biopmdt_to_biopsy,29,7
ALL_BASELINE,1,biopmdt_to_biopsy,30,3
ALL_BASELINE,1,biopmdt_to_biopsy,31,4
ALL_BASELINE,1,biopmdt_to_biopsy,32,4
ALL_BASELINE,1,biopmdt_to_biopsy,33,5
ALL_BASELINE,1,biopmdt_to_biopsy,34,2
ALL_BASELINE,1,biopmdt_to_biopsy,35,4
ALL_BASELINE,1,biopmdt_to_biopsy,36,6
ALL_BASELINE,1,biopmdt_to_biopsy,37,6
ALL_BASELINE,1,biopmdt_to_biopsy,38,4
ALL_BASELINE,1,biopmdt_to_biopsy,39,4
ALL_BASELINE,1,biopmdt_to_biopsy,40,6
ALL_BASELINE,1,biopmdt_to_biopsy,41,6
ALL_BASELINE,1,biopmdt_to_biopsy,42,8
ALL_BASELINE,1,biopmdt_to_biopsy,43,9
ALL_BASELINE,1,biopmdt_to_biopsy,44,10
ALL_BASELINE,1,biopmdt_to_biopsy,45,5
ALL_BASELINE,1,biopmdt_to_biopsy,46,6
ALL_BASELINE,1,biopmdt_to_biopsy,47,1
ALL_BASELINE,1,biopsy_to_pathrep,0,6
ALL_BASELINE,1,biopsy_to_pathrep,1,3
ALL_BASELINE,1,biopsy_to_pathrep,2,3
ALL_BASELINE,1,biopsy_to_pathrep,4,5
ALL_BASELINE,1,biopsy_to_pathrep,5,5
ALL_BASELINE,1,biopsy_to_pathrep,6,6
ALL_BASELINE,1,biopsy_to_pathrep,7,3
ALL_BASELINE,1,biopsy_to_pathrep,8,10
ALL_BASELINE,1,biopsy_to_pathrep,9,3
ALL_BASELINE,1,biopsy_to_pathrep,10,1
ALL_BASELINE,1,biopsy_to_pathrep,11,4
ALL_BASELINE,1,biopsy_to_pathrep,12,3
ALL_BASELINE,1,biopsy_to_pathrep,13,4
ALL_BASELINE,1,biopsy_to_pathrep,14,9
ALL_BASELINE,1,biopsy_to_pathrep,15,7
ALL_BASELINE,1,biopsy_to_pathrep,16,9
ALL_BASELINE,1,biopsy_to_pathrep,17,4
ALL_BASELINE,1,biopsy_to_pathrep,18,3
ALL_BASELINE,1,biopsy_to_pathrep,19,3
ALL_BASELINE,1,biopsy_to_pathrep,20,3
ALL_BASELINE,1,biopsy_to_pathrep,21,3
ALL_BASELINE,1,biopsy_to_pathrep,22,3
ALL_BASELINE,1,biopsy_to_pathrep,23,2
ALL_BASELINE,1,biopsy_to_pathrep,24,6
ALL_BASELINE,1,biopsy_to_pathrep,25,3
ALL_BASELINE,1,biopsy_to_pathrep,26,4
ALL_BASELINE,1,biopsy_to_pathrep,27,3
ALL_BASELINE,1,biopsy_to_pathrep,28,4
ALL_BASELINE,1,biopsy_to_pathrep,29,8
ALL_BASELINE,1,biopsy_to_pathrep,30,5
ALL_BASELINE,1,biopsy_to_pathrep,31,3
ALL_BASELINE,1,biopsy_to_pathrep,32,3
ALL_BASELINE,1,biopsy_to_pathrep,33,4
ALL_BASELINE,1,biopsy_to_pathrep,34,3
ALL_BASELINE,1,biopsy_to_pathrep,35,4
ALL_BASELINE,1,biopsy_to_pathrep,36,7
ALL_BASELINE,1,biopsy_to_pathrep,37,6
ALL_BASELINE,1,biopsy_to_pathrep,38,3
ALL_BASELINE,1,biopsy_to_pathrep,39,5
ALL_BASELINE,1,biopsy_to_pathrep,40,9
ALL_BASELINE,1,biopsy_to_pathrep,41,2
ALL_BASELINE,1,biopsy_to_pathrep,42,3
ALL_BASELINE,1,biopsy_to_pathrep,43,10
ALL_BASELINE,1,biopsy_to_pathrep,44,8
ALL_BASELINE,1,pathrep_to_treatmdt,0,3
ALL_BASELINE,1,pathrep_to_treatmdt,1,5
ALL_BASELINE,1,pathrep_to_treatmdt,2,1
ALL_BASELINE,1,pathrep_to_treatmdt,3,1
ALL_BASELINE,1,pathrep_to_treatmdt,4,3
ALL_BASELINE,1,pathrep_to_treatmdt,5,3
ALL_BASELINE,1,pathrep_to_treatmdt,6,5
ALL_BASELINE,1,pathrep_to_treatmdt,7,4
ALL_BASELINE,1,pathrep_to_treatmdt,8,5
ALL_BASELINE,1,pathrep_to_treatmdt,9,4
ALL_BASELINE,1,pathrep_to_treatmdt,11,2
ALL_BASELINE,1,pathrep_to_treatmdt,12,2
ALL_BASELINE,1,pathrep_to_treatmdt,13,3
ALL_BASELINE,1,pathrep_to_treatmdt,14,7
ALL_BASELINE,1,pathrep_to_treatmdt,15,7
ALL_BASELINE,1,pathrep_to_treatmdt,16,9
ALL_BASELINE,1,pathrep_to_treatmdt,17,6
ALL_BASELINE,1,pathrep_to_treatmdt,18,3
ALL_BASELINE,1,pathrep_to_treatmdt,19,3
ALL_BASELINE,1,pathrep_to_treatmdt,20,1
ALL_BASELINE,1,pathrep_to_treatmdt,21,2
ALL_BASELINE,1,pathrep_to_treatmdt,22,2
ALL_BASELINE,1,pathrep_to_treatmdt,23,4
ALL_BASELINE,1,pathrep_to_treatmdt,24,3
ALL_BASELINE,1,pathrep_to_treatmdt,25,3
ALL_BASELINE,1,pathrep_to_treatmdt,26,3
ALL_BASELINE,1,pathrep_to_treatmdt,27,1
ALL_BASELINE,1,pathrep_to_treatmdt,28,1
ALL_BASELINE,1,pathrep_to_treatmdt,29,8
ALL_BASELINE,1,pathrep_to_treatmdt,30,6
ALL_BASELINE,1,pathrep_to_treatmdt,31,5
ALL_BASELINE,1,pathrep_to_treatmdt,32,1
ALL_BASELINE,1,pathrep_to_treatmdt,33,2
ALL_BASELINE,1,pathrep_to_treatmdt,34,3
ALL_BASELINE,1,pathrep_to_treatmdt,35,6
ALL_BASELINE,1,pathrep_to_treatmdt,36,4
ALL_BASELINE,1,pathrep_to_treatmdt,37,8
ALL_BASELINE,1,pathrep_to_treatmdt,38,4
ALL_BASELINE,1,pathrep_to_treatmdt,39,5
ALL_BASELINE,1,pathrep_to_treatmdt,40,6
ALL_BASELINE,1,pathrep_to_treatmdt,41,4
ALL_BASELINE,1,pathrep_to_treatmdt,42,4
ALL_BASELINE,1,pathrep_to_treatmdt,43,6
ALL_BASELINE,1,treatmdt_to_outpat,0,3
ALL_BASELINE,1,treatmdt_to_outpat,1,4
ALL_BASELINE,1,treatmdt_to_outpat,2,1
ALL_BASELINE,1,treatmdt_to_outpat,3,2
ALL_BASELINE,1,treatmdt_to_outpat,4,2
ALL_BASELINE,1,treatmdt_to_outpat,5,3
ALL_BASELINE,1,treatmdt_to_outpat,6,3
ALL_BASELINE,1,treatmdt_to_outpat,7,6
ALL_BASELINE,1,treatmdt_to_outpat,8,5
ALL_BASELINE,1,treatmdt_to_outpat,9,3
ALL_BASELINE,1,treatmdt_to_outpat,10,1
ALL_BASELINE,1,treatmdt_to_outpat,11,3
ALL_BASELINE,1,treatmdt_to_outpat,12,1
ALL_BASELINE,1,treatmdt_to_outpat,13,6
ALL_BASELINE,1,treatmdt_to_outpat,14,3
ALL_BASELINE,1,treatmdt_to_outpat,15,8
ALL_BASELINE,1,treatmdt_to_outpat,16,11
ALL_BASELINE,1,treatmdt_to_outpat,17,4
ALL_BASELINE,1,treatmdt_to_outpat,18,1
ALL_BASELINE,1,treatmdt_to_outpat,19,3
ALL_BASELINE,1,treatmdt_to_outpat,20,3
ALL_BASELINE,1,treatmdt_to_outpat,21,2
ALL_BASELINE,1,treatmdt_to_outpat,22,2
ALL_BASELINE,1,treatmdt_to_outpat,23,6
ALL_BASELINE,1,treatmdt_to_outpat,24,2
ALL_BASELINE,1,treatmdt_to_outpat,25,3
ALL_BASELINE,1,treatmdt_to_outpat,26,3
ALL_BASELINE,1,treatmdt_to_outpat,27,1
ALL_BASELINE,1,treatmdt_to_outpat,28,3
ALL_BASELINE,1,treatmdt_to_outpat,29,6
ALL_BASELINE,1,treatmdt_to_outpat,30,7
ALL_BASELINE,1,treatmdt_to_outpat,31,1
ALL_BASELINE,1,treatmdt_to_outpat,32,2
ALL_BASELINE,1,treatmdt_to_outpat,33,4
ALL_BASELINE,1,treatmdt_to_outpat,34,5
ALL_BASELINE,1,treatmdt_to_outpat,35,5
ALL_BASELINE,1,treatmdt_to_outpat,36,4
ALL_BASELINE,1,treatmdt_to_outpat,37,6
ALL_BASELINE,1,treatmdt_to_outpat,38,4
ALL_BASELINE,1,treatmdt_to_outpat,39,6
ALL_BASELINE,1,treatmdt_to_outpat,40,6
ALL_BASELINE,1,treatmdt_to_outpat,41,2
ALL_BASELINE,1,treatmdt_to_outpat,42,3
OBS_MIX,1,ref_to_mri,0,11
OBS_MIX,1,ref_to_mri,1,8
OBS_MIX,1,ref_to_mri,2,14
OBS_MIX,1,ref_to_mri,3,8
OBS_MIX,1,ref_to_mri,4,9
OBS_MIX,1,ref_to_mri,5,8
OBS_MIX,1,ref_to_mri,6,4
OBS_MIX,1,ref_to_mri,7,10
OBS_MIX,1,ref_to_mri,8,8
OBS_MIX,1,ref_to_mri,9,11
OBS_MIX,1,ref_to_mri,10,7
OBS_MIX,1,ref_to_mri,11,8
OBS_MIX,1,ref_to_mri,12,9
OBS_MIX,1,ref_to_mri,13,10
OBS_MIX,1,ref_to_mri,14,8
OBS_MIX,1,ref_to_mri,15,8
OBS_MIX,1,ref_to_mri,16,5
OBS_MIX,1,ref_to_mri,17,9
OBS_MIX,1,ref_to_mri,18,7
OBS_MIX,1,ref_to_mri,19,4
OBS_MIX,1,ref_to_mri,20,8
OBS_MIX,1,ref_to_mri,21,8
OBS_MIX,1,ref_to_mri,22,5
OBS_MIX,1,ref_to_mri,23,12
OBS_MIX,1,ref_to_mri,24,4
OBS_MIX,1,ref_to_mri,25,5
OBS_MIX,1,ref_to_mri,26,7
OBS_MIX,1,ref_to_mri,27,7
OBS_MIX,1,ref_to_mri,28,10
OBS_MIX,1,ref_to_mri,29,11
OBS_MIX,1,ref_to_mri,30,11
OBS_MIX,1,ref_to_mri,31,6
OBS_MIX,1,ref_to_mri,32,7
OBS_MIX,1,ref_to_mri,33,7
OBS_MIX,1,ref_to_mri,34,10
OBS_MIX,1,ref_to_mri,35,14
OBS_MIX,1,ref_to_mri,36,5
OBS_MIX,1,ref_to_mri,37,10
OBS_MIX,1,ref_to_mri,38,7
OBS_MIX,1,ref_to_mri,39,12
OBS_MIX,1,ref_to_mri,40,13
OBS_MIX,1,ref_to_mri,41,6
OBS_MIX,1,ref_to_mri,42,5
OBS_MIX,1,ref_to_mri,43,14
OBS_MIX,1,ref_to_mri,44,10
OBS_MIX,1,ref_to_mri,45,9
OBS_MIX,1,ref_to_mri,46,7
OBS_MIX,1,ref_to_mri,47,11
OBS_MIX,1,ref_to_mri,48,12
OBS_MIX,1,ref_to_mri,49,10
OBS_MIX,1,ref_to_mri,50,14
OBS_MIX,1,ref_to_mri,51,7
OBS_MIX,1,ref_to_mri,52,3
OBS_MIX,1,mri_to_report,0,1
OBS_MIX,1,mri_to_report,1,2
OBS_MIX,1,mri_to_report,2,7
OBS_MIX,1,mri_to_report,3,7
OBS_MIX,1,mri_to_report,4,13
OBS_MIX,1,mri_to_report,5,8
OBS_MIX,1,mri_to_report,6,7
OBS_MIX,1,mri_to_report,7,5
OBS_MIX,1,mri_to_report,8,7
OBS_MIX,1,mri_to_report,9,11
OBS_MIX,1,mri_to_report,10,7
OBS_MIX,1,mri_to_report,11,5
OBS_MIX,1,mri_to_report,12,6
OBS_MIX,1,mri_to_report,13,8
OBS_MIX,1,mri_to_report,14,11
OBS_MIX,1,mri_to_report,15,8
OBS_MIX,1,mri_to_report,16,6
OBS_MIX,1,mri_to_report,17,9
OBS_MIX,1,mri_to_report,18,11
OBS_MIX,1,mri_to_report,19,9
OBS_MIX,1,mri_to_report,20,7
OBS_MIX,1,mri_to_report,21,7
OBS_MIX,1,mri_to_report,22,8
OBS_MIX,1,mri_to_report,23,7
OBS_MIX,1,mri_to_report,24,7
OBS_MIX,1,mri_to_report,25,7
OBS_MIX,1,mri_to_report,26,8
OBS_MIX,1,mri_to_report,27,6
OBS_MIX,1,mri_to_report,28,11
OBS_MIX,1,mri_to_report,29,7
OBS_MIX,1,mri_to_report,30,7
OBS_MIX,1,mri_to_report,31,9
OBS_MIX,1,mri_to_report,32,10
OBS_MIX,1,mri_to_report,33,9
OBS_MIX,1,mri_to_report,34,7
OBS_MIX,1,mri_to_report,35,7
OBS_MIX,1,mri_to_report,36,10
OBS_MIX,1,mri_to_report,37,7
OBS_MIX,1,mri_to_report,38,7
OBS_MIX,1,mri_to_report,39,9
OBS_MIX,1,mri_to_report,40,11
OBS_MIX,1,mri_to_report,41,9
OBS_MIX,1,mri_to_report,42,7
OBS_MIX,1,mri_to_report,43,11
OBS_MIX,1,mri_to_report,44,8
OBS_MIX,1,mri_to_report,45,15
OBS_MIX,1,mri_to_report,46,7
OBS_MIX,1,mri_to_report,47,10
OBS_MIX,1,mri_to_report,48,10
OBS_MIX,1,mri_to_report,49,11
OBS_MIX,1,mri_to_report,50,10
OBS_MIX,1,mri_to_report,51,7
OBS_MIX,1,report_to_biopmdt,0,1
OBS_MIX,1,report_to_biopmdt,1,2
OBS_MIX,1,report_to_biopmdt,2,4
OBS_MIX,1,report_to_biopmdt,3,8
OBS_MIX,1,report_to_biopmdt,4,7
OBS_MIX,1,report_to_biopmdt,5,10
OBS_MIX,1,report_to_biopmdt,6,8
OBS_MIX,1,report_to_biopmdt,7,9
OBS_MIX,1,report_to_biopmdt,8,5
OBS_MIX,1,report_to_biopmdt,9,11
OBS_MIX,1,report_to_biopmdt,10,7
OBS_MIX,1,report_to_biopmdt,11,6
OBS_MIX,1,report_to_biopmdt,12,6
OBS_MIX,1,report_to_biopmdt,13,7
OBS_MIX,1,report_to_biopmdt,14,7
OBS_MIX,1,report_to_biopmdt,15,9
OBS_MIX,1,report_to_biopmdt,16,10
OBS_MIX,1,report_to_biopmdt,17,6
OBS_MIX,1,report_to_biopmdt,18,10
OBS_MIX,1,report_to_biopmdt,19,11
OBS_MIX,1,report_to_biopmdt,20,8
OBS_MIX,1,report_to_biopmdt,21,7
OBS_MIX,1,report_to_biopmdt,22,6
OBS_MIX,1,report_to_biopmdt,23,10
OBS_MIX,1,report_to_biopmdt,24,8
OBS_MIX,1,report_to_biopmdt,25,5
OBS_MIX,1,report_to_biopmdt,26,8
OBS_MIX,1,report_to_biopmdt,27,2
OBS_MIX,1,report_to_biopmdt,28,12
OBS_MIX,1,report_to_biopmdt,29,7
OBS_MIX,1,report_to_biopmdt,30,9
OBS_MIX,1,report_to_biopmdt,31,10
OBS_MIX,1,report_to_biopmdt,32,9
OBS_MIX,1,report_to_biopmdt,33,10
OBS_MIX,1,report_to_biopmdt,34,7
OBS_MIX,1,report_to_biopmdt,35,7
OBS_MIX,1,report_to_biopmdt,36,10
OBS_MIX,1,report_to_biopmdt,37,8
OBS_MIX,1,report_to_biopmdt,38,6
OBS_MIX,1,report_to_biopmdt,39,7
OBS_MIX,1,report_to_biopmdt,40,11
OBS_MIX,1,report_to_biopmdt,41,11
OBS_MIX,1,report_to_biopmdt,42,8
OBS_MIX,1,report_to_biopmdt,43,8
OBS_MIX,1,report_to_biopmdt,44,9
OBS_MIX,1,report_to_biopmdt,45,13
OBS_MIX,1,report_to_biopmdt,46,10
OBS_MIX,1,report_to_biopmdt,47,11
OBS_MIX,1,report_to_biopmdt,48,9
OBS_MIX,1,report_to_biopmdt,49,9
OBS_MIX,1,report_to_biopmdt,50,8
OBS_MIX,1,report_to_biopmdt,51,10
OBS_MIX,1,biopmdt_to_biopsy,0,1
OBS_MIX,1,biopmdt_to_biopsy,1,3
OBS_MIX,1,biopmdt_to_biopsy,2,2
OBS_MIX,1,biopmdt_to_biopsy,3,2
OBS_MIX,1,biopmdt_to_biopsy,4,4
OBS_MIX,1,biopmdt_to_biopsy,5,7
OBS_MIX,1,biopmdt_to_biopsy,6,6
OBS_MIX,1,biopmdt_to_biopsy,7,6
OBS_MIX,1,biopmdt_to_biopsy,8,4
OBS_MIX,1,biopmdt_to_biopsy,9,6
OBS_MIX,1,biopmdt_to_biopsy,10,4
OBS_MIX,1,biopmdt_to_biopsy,11,3
OBS_MIX,1,biopmdt_to_biopsy,12,4
OBS_MIX,1,biopmdt_to_biopsy,13,1
OBS_MIX,1,biopmdt_to_biopsy,14,3
OBS_MIX,1,biopmdt_to_biopsy,15,6
OBS_MIX,1,biopmdt_to_biopsy,16,5
OBS_MIX,1,biopmdt_to_biopsy,17,6
OBS_MIX,1,biopmdt_to_biopsy,18,6
OBS_MIX,1,biopmdt_to_biopsy,19,7
OBS_MIX,1,biopmdt_to_biopsy,20,4
OBS_MIX,1,biopmdt_to_biopsy,21,5
OBS_MIX,1,biopmdt_to_biopsy,22,1
OBS_MIX,1,biopmdt_to_biopsy,23,6
OBS_MIX,1,biopmdt_to_biopsy,24,3
OBS_MIX,1,biopmdt_to_biopsy,25,4
OBS_MIX,1,biopmdt_to_biopsy,26,3
OBS_MIX,1,biopmdt_to_biopsy,27,5
OBS_MIX,1,biopmdt_to_biopsy,28,3
OBS_MIX,1,biopmdt_to_biopsy,29,4
OBS_MIX,1,biopmdt_to_biopsy,30,7
OBS_MIX,1,biopmdt_to_biopsy,31,4
OBS_MIX,1,biopmdt_to_biopsy,32,6
OBS_MIX,1,biopmdt_to_biopsy,33,3
OBS_MIX,1,biopmdt_to_biopsy,34,5
OBS_MIX,1,biopmdt_to_biopsy,35,5
OBS_MIX,1,biopmdt_to_biopsy,36,4
OBS_MIX,1,biopmdt_to_biopsy,37,5
OBS_MIX,1,biopmdt_to_biopsy,38,3
OBS_MIX,1,biopmdt_to_biopsy,39,4
OBS_MIX,1,biopmdt_to_biopsy,40,6
OBS_MIX,1,biopmdt_to_biopsy,41,3
OBS_MIX,1,biopmdt_to_biopsy,42,7
OBS_MIX,1,biopmdt_to_biopsy,43,4
OBS_MIX,1,biopmdt_to_biopsy,44,6
OBS_MIX,1,biopmdt_to_biopsy,45,10
OBS_MIX,1,biopmdt_to_biopsy,46,7
OBS_MIX,1,biopmdt_to_biopsy,47,7
OBS_MIX,1,biopmdt_to_biopsy,48,7
OBS_MIX,1,biopmdt_to_biopsy,49,6
OBS_MIX,1,biopmdt_to_biopsy,50,2
OBS_MIX,1,biopsy_to_pathrep,0,3
OBS_MIX,1,biopsy_to_pathrep,1,1
OBS_MIX,1,biopsy_to_pathrep,2,1
OBS_MIX,1,biopsy_to_pathrep,3,2
OBS_MIX,1,biopsy_to_pathrep,4,6
OBS_MIX,1,biopsy_to_pathrep,5,4
OBS_MIX,1,biopsy_to_pathrep,6,3
OBS_MIX,1,biopsy_to_pathrep,7,5
OBS_MIX,1,biopsy_to_pathrep,8,9
OBS_MIX,1,biopsy_to_pathrep,9,4
OBS_MIX,1,biopsy_to_pathrep,11,4
OBS_MIX,1,biopsy_to_pathrep,12,7
